time_s,actual_x,actual_y,actual_yaw,cte_m
0.0366,-0.0000,0.0000,-0.0000,0.0000
62.5375,0.0372,0.0001,0.0014,0.0356
62.6380,0.0588,-0.0000,-0.0034,0.0334
62.7376,0.0849,-0.0002,-0.0136,0.0310
62.8374,0.1191,-0.0010,-0.0292,0.0284
62.9375,0.1530,-0.0024,-0.0500,0.0244
63.0373,0.1877,-0.0046,-0.0733,0.0162
63.1381,0.2239,-0.0078,-0.1041,0.0085
63.2383,0.2585,-0.0120,-0.1377,0.0022
63.3367,0.2909,-0.0171,-0.1737,0.0036
63.4375,0.3320,-0.0252,-0.2199,0.0162
63.5369,0.3648,-0.0332,-0.2562,0.0251
63.6374,0.4048,-0.0446,-0.3017,0.0343
63.7369,0.4368,-0.0551,-0.3369,0.0410
63.8383,0.4785,-0.0707,-0.3778,0.0514
63.9377,0.5107,-0.0841,-0.4127,0.0583
64.0388,0.5440,-0.0992,-0.4434,0.0643
64.1391,0.5856,-0.1150,-0.4695,0.0744
64.2376,0.6108,-0.1278,-0.4882,0.0779
64.3369,0.6436,-0.1458,-0.5101,0.0340
64.4374,0.6846,-0.1693,-0.5338,0.0375
64.5368,0.7168,-0.1887,-0.5476,0.0395
64.6376,0.7405,-0.2034,-0.5570,0.0407
64.7375,0.7727,-0.2237,-0.5680,0.0425
64.8381,0.8116,-0.2491,-0.5778,0.0444
64.9375,0.8345,-0.2642,-0.5823,0.0454
65.0375,0.8664,-0.2854,-0.5866,0.0466
65.1381,0.8982,-0.3067,-0.5901,0.0477
65.2369,0.9293,-0.3277,-0.5932,0.0486
65.3384,0.9614,-0.3494,-0.5971,0.0495
65.4372,0.9857,-0.3661,-0.6001,0.0501
65.5369,1.0181,-0.3883,-0.6041,0.0507
65.6380,1.0503,-0.4107,-0.6081,0.0511
65.7368,1.0824,-0.4332,-0.6124,0.0514
65.8369,1.1142,-0.4557,-0.6170,0.0516
65.9368,1.1453,-0.4778,-0.6209,0.0515
66.0380,1.1767,-0.5004,-0.6249,0.0513
66.1376,1.2083,-0.5233,-0.6288,0.0510
66.2373,1.2399,-0.5463,-0.6325,0.0505
66.3372,1.2791,-0.5752,-0.6379,0.0497
66.4372,1.3180,-0.6043,-0.6457,0.0486
66.5376,1.3415,-0.6221,-0.6503,0.0477
66.6369,1.3729,-0.6461,-0.6584,0.0463
66.7369,1.3969,-0.6648,-0.6652,0.0096
66.8395,1.4360,-0.6959,-0.6774,0.0121
66.9395,1.4743,-0.7271,-0.6887,0.0016
67.0373,1.4980,-0.7467,-0.6961,0.0121
67.1380,1.5288,-0.7728,-0.7049,0.0271
67.2368,1.5575,-0.7975,-0.7156,0.0575
67.3375,1.5873,-0.8240,-0.7306,0.0956
67.4371,1.6221,-0.8562,-0.7570,0.1424
67.5371,1.6542,-0.8876,-0.7879,0.1871
67.6374,1.6775,-0.9117,-0.8146,0.2205
67.7375,1.6912,-0.9264,-0.8336,0.2406
67.8372,1.7090,-0.9466,-0.8643,0.2675
68.4368,1.6861,-0.9190,-0.8934,0.2316
68.5369,1.6709,-0.8999,-0.9074,0.2073
68.6369,1.6554,-0.8800,-0.9246,0.1822
68.7368,1.6361,-0.8538,-0.9532,0.1498
68.8368,1.6172,-0.8263,-0.9829,0.1171
68.9368,1.6062,-0.8096,-1.0005,0.0977
69.0381,1.5889,-0.7817,-1.0259,0.0671
69.2367,1.5694,-0.7486,-1.0571,0.0374
69.3387,1.5560,-0.7242,-1.0797,0.0590
69.4377,1.5444,-0.7018,-1.1047,0.0839
69.5369,1.5337,-0.6801,-1.1291,0.1078
69.6374,1.5244,-0.6601,-1.1495,0.1296
69.7368,1.5145,-0.6372,-1.1768,0.1544
69.9408,1.4997,-0.5994,-1.2202,0.1945
70.1373,1.4882,-0.5661,-1.2580,0.2293
70.3369,1.4785,-0.5340,-1.2965,0.2623
70.5374,1.4702,-0.5024,-1.3342,0.2944
70.7370,1.4639,-0.4742,-1.3674,0.3227
70.9370,1.4584,-0.4452,-1.3999,0.3515
71.8387,1.4626,-0.4759,-1.4252,0.3217
72.1373,1.4669,-0.5088,-1.4527,0.0358
72.3369,1.4694,-0.5322,-1.4753,0.0395
72.5373,1.4723,-0.5704,-1.5103,0.0467
72.7365,1.4740,-0.6163,-1.5511,0.0571
72.8389,1.4744,-0.6450,-1.5623,0.0653
72.9370,1.4746,-0.6748,-1.5614,0.0744
73.0386,1.4751,-0.7071,-1.5541,0.0840
73.1403,1.4757,-0.7331,-1.5448,0.0915
73.2381,1.4769,-0.7688,-1.5276,0.1015
73.3371,1.4784,-0.7964,-1.5104,0.1087
73.4368,1.4826,-0.8479,-1.4688,0.1207
73.5376,1.4856,-0.8741,-1.4475,0.1260
73.6388,1.4914,-0.9151,-1.4114,0.1332
73.7378,1.4961,-0.9422,-1.3920,0.1372
73.8371,1.5025,-0.9756,-1.3670,0.1415
73.9399,1.5119,-1.0180,-1.3409,0.1458
74.0366,1.5202,-1.0519,-1.3202,0.1484
74.1386,1.5294,-1.0864,-1.3026,0.1504
74.2390,1.5393,-1.1214,-1.2868,0.1519
74.3390,1.5470,-1.1470,-1.2771,0.0583
74.4405,1.5606,-1.1905,-1.2634,0.0559
74.5374,1.5690,-1.2168,-1.2564,0.0547
74.6372,1.5803,-1.2509,-1.2483,0.0534
74.7398,1.5921,-1.2857,-1.2422,0.0524
74.8367,1.6009,-1.3114,-1.2381,0.0504
74.9373,1.6158,-1.3541,-1.2364,0.0472
75.0368,1.6279,-1.3890,-1.2369,0.0446
75.1370,1.6397,-1.4233,-1.2390,0.0420
75.2370,1.6508,-1.4559,-1.2418,0.0393
75.3373,1.6593,-1.4814,-1.2440,0.0372
75.4365,1.6736,-1.5234,-1.2452,0.0337
75.5369,1.6852,-1.5578,-1.2448,0.0308
75.6385,1.6992,-1.5992,-1.2439,0.0274
75.7367,1.7107,-1.6330,-1.2425,0.0247
75.8372,1.7223,-1.6670,-1.2406,0.0220
75.9366,1.7369,-1.7087,-1.2371,0.0189
76.0398,1.7490,-1.7429,-1.2342,0.0166
76.1383,1.7612,-1.7769,-1.2312,0.0144
76.2368,1.7735,-1.8111,-1.2280,0.0123
76.3368,1.7861,-1.8458,-1.2244,0.0102
76.4381,1.7986,-1.8798,-1.2207,0.0082
76.5368,1.8144,-1.9225,-1.2164,0.0059
76.6380,1.8272,-1.9568,-1.2127,0.0042
76.7370,1.8406,-1.9921,-1.2091,0.0026
76.8379,1.8537,-2.0265,-1.2067,0.0012
76.9395,1.8710,-2.0709,-1.2032,0.0224
77.0382,1.8810,-2.0968,-1.2005,0.0216
77.1384,1.8919,-2.1240,-1.1981,0.0218
77.2368,1.9105,-2.1703,-1.1953,0.0220
77.3377,1.9254,-2.2073,-1.1929,0.0221
77.4368,1.9367,-2.2350,-1.1917,0.0222
77.5374,1.9519,-2.2719,-1.1904,0.0223
77.6384,1.9668,-2.3141,-1.1899,0.0245
77.7374,1.9818,-2.3559,-1.1895,0.0266
77.8369,1.9969,-2.3928,-1.1889,0.0268
77.9374,2.0120,-2.4297,-1.1882,0.0269
78.0375,2.0346,-2.4851,-1.1864,0.0271
78.1375,2.0497,-2.5220,-1.1852,0.0272
78.2371,2.0651,-2.5588,-1.1840,0.0271
78.3392,2.0807,-2.5958,-1.1824,0.0267
78.4376,2.0964,-2.6328,-1.1797,0.0263
78.5377,2.1153,-2.6781,-1.1752,0.0261
78.6373,2.1270,-2.7052,-1.1728,0.0257
78.7374,2.1460,-2.7495,-1.1676,0.0250
78.8382,2.1614,-2.7851,-1.1640,0.0243
78.9378,2.1759,-2.8185,-1.1590,0.0236
79.0371,2.1903,-2.8507,-1.1541,0.0226
79.1369,2.2082,-2.8906,-1.1472,0.0212
79.2378,2.2218,-2.9194,-1.1427,0.0197
79.3389,2.2323,-2.9409,-1.1399,0.0182
79.4393,2.2497,-2.9762,-1.1350,0.0155
79.5369,2.2624,-3.0024,-1.1314,0.0403
79.6377,2.2749,-3.0282,-1.1287,0.0375
79.7392,2.2897,-3.0594,-1.1264,0.0345
79.8370,2.3030,-3.0873,-1.1277,0.0317
80.0370,2.3295,-3.1361,-1.1318,0.0235
80.1376,2.3391,-3.1554,-1.1350,0.0207
80.2368,2.3579,-3.1978,-1.1417,0.0166
80.3373,2.3695,-3.2240,-1.1471,0.0140
80.4378,2.3805,-3.2492,-1.1533,0.0118
80.5395,2.3911,-3.2739,-1.1598,0.0097
80.6378,2.3990,-3.2927,-1.1649,0.0083
80.7380,2.4090,-3.3166,-1.1709,0.0065
93.0379,2.4195,-3.3413,-1.1707,0.0387
93.2377,2.4299,-3.3660,-1.1721,0.0361
93.3370,2.4378,-3.3856,-1.1763,0.0377
93.4370,2.4523,-3.4216,-1.1876,0.0407
93.5367,2.4657,-3.4558,-1.1989,0.0431
93.6375,2.4789,-3.4911,-1.2098,0.0452
93.7385,2.4886,-3.5176,-1.2174,0.0464
93.8378,2.5010,-3.5526,-1.2276,0.0502
93.9369,2.5100,-3.5790,-1.2354,0.0548
94.0368,2.5274,-3.6316,-1.2523,0.0634
94.1383,2.5385,-3.6670,-1.2642,0.0687
94.2373,2.5466,-3.6935,-1.2731,0.0724
94.3375,2.5570,-3.7288,-1.2845,0.0769
94.4373,2.5669,-3.7641,-1.2949,0.0811
94.5394,2.5765,-3.7997,-1.3049,0.0848
94.6372,2.5858,-3.8359,-1.3141,0.0881
94.7374,2.5969,-3.8807,-1.3256,0.0918
94.8384,2.6031,-3.9071,-1.3317,0.0938
94.9369,2.6114,-3.9431,-1.3394,0.0084
95.0370,2.6217,-3.9879,-1.3469,0.0126
95.1378,2.6294,-4.0230,-1.3529,0.0158
95.2369,2.6391,-4.0681,-1.3601,0.0216
95.3372,2.6448,-4.0952,-1.3641,0.0276
95.4378,2.6504,-4.1226,-1.3681,0.0336
95.5368,2.6590,-4.1681,-1.3818,0.0427
95.6385,2.6651,-4.2039,-1.3992,0.0493
95.7373,2.6708,-4.2398,-1.4191,0.0554
95.8367,2.6773,-4.2869,-1.4439,0.0625
95.9368,2.6814,-4.3228,-1.4612,0.0671
96.0368,2.6852,-4.3604,-1.4767,0.0713
96.1369,2.6890,-4.4075,-1.4925,0.0757
96.2368,2.6908,-4.4353,-1.5003,0.0780
96.3381,2.6938,-4.4839,-1.5129,0.0814
96.4384,2.6958,-4.5216,-1.5212,0.0839
96.5388,2.6972,-4.5598,-1.5276,0.0858
96.6373,2.6983,-4.5887,-1.5331,0.0872
96.7371,2.6994,-4.6272,-1.5387,0.0885
96.8370,2.7003,-4.6652,-1.5440,0.0888
96.9377,2.7010,-4.7026,-1.5495,0.0891
97.0386,2.7017,-4.7411,-1.5558,0.0893
97.1388,2.7018,-4.7701,-1.5600,0.0890
97.2368,2.7018,-4.8087,-1.5658,0.0885
97.3394,2.7016,-4.8477,-1.5706,0.0082
97.4370,2.7013,-4.8868,-1.5751,0.0080
97.5373,2.7004,-4.9446,-1.5807,0.0070
97.6370,2.6999,-4.9756,-1.5835,0.0065
97.7382,2.6991,-5.0153,-1.5867,0.0058
97.8368,2.6981,-5.0654,-1.5876,0.0048
97.9372,2.6974,-5.1054,-1.5875,0.0041
98.0373,2.6970,-5.1450,-1.5860,0.0037
98.1380,2.6967,-5.1843,-1.5825,0.0034
98.2369,2.6966,-5.2338,-1.5785,0.0033
98.3390,2.6966,-5.2635,-1.5760,0.0032
98.4379,2.6965,-5.3036,-1.5740,0.0032
98.5374,2.6966,-5.3340,-1.5719,0.0032
98.6367,2.6973,-5.4029,-1.5667,0.0039
98.7395,2.6978,-5.4333,-1.5643,0.0044
98.8372,2.6987,-5.4836,-1.5621,0.0054
98.9369,2.6994,-5.5139,-1.5607,0.0060
99.0380,2.7001,-5.5542,-1.5579,0.0068
99.1368,2.7009,-5.5942,-1.5554,0.0075
99.2373,2.7015,-5.6341,-1.5540,0.0082
99.3377,2.7021,-5.6740,-1.5538,0.0088
99.4368,2.7027,-5.7039,-1.5536,0.0093
99.5375,2.7034,-5.7338,-1.5529,0.0100
99.6374,2.7042,-5.7636,-1.5523,0.0108
99.7367,2.7050,-5.8035,-1.5518,0.0073
99.8371,2.7058,-5.8420,-1.5512,0.0032
99.9368,2.7064,-5.8631,-1.5506,0.0011
100.0391,2.7075,-5.9128,-1.5490,0.0042
100.1370,2.7086,-5.9526,-1.5477,0.0082
100.2397,2.7099,-5.9919,-1.5423,0.0155
100.3373,2.7111,-6.0221,-1.5365,0.0211
100.4375,2.7133,-6.0693,-1.5199,0.0295
100.5373,2.7157,-6.1079,-1.5047,0.0359
100.6376,2.7194,-6.1570,-1.4852,0.0433
100.7379,2.7238,-6.2022,-1.4688,0.0492
100.8368,2.7267,-6.2290,-1.4593,0.0524
100.9369,2.7322,-6.2743,-1.4439,0.0572
101.0374,2.7375,-6.3119,-1.4352,0.0605
101.1425,2.7445,-6.3588,-1.4241,0.0640
101.2369,2.7489,-6.3871,-1.4185,0.0658
101.3373,2.7550,-6.4248,-1.4116,0.0682
101.4384,2.7630,-6.4724,-1.4050,0.0708
101.5391,2.7680,-6.5011,-1.4019,0.0722
101.6368,2.7762,-6.5475,-1.3974,0.0726
101.7378,2.7814,-6.5760,-1.3953,0.0724
101.8381,2.7880,-6.6131,-1.3936,0.0723
101.9378,2.7947,-6.6509,-1.3942,0.0721
102.0383,2.7994,-6.6772,-1.3948,0.0721
102.1382,2.8063,-6.7162,-1.3956,0.0714
102.2391,2.8149,-6.7737,-1.3967,0.0715
102.3371,2.8216,-6.8147,-1.3983,0.0248
102.4380,2.8279,-6.8538,-1.4012,0.0280
102.5371,2.8340,-6.8930,-1.4036,0.0311
102.6369,2.8400,-6.9324,-1.4054,0.0341
102.7369,2.8475,-6.9816,-1.4086,0.0388
102.8384,2.8520,-7.0108,-1.4116,0.0420
102.9367,2.8594,-7.0594,-1.4161,0.0473
103.0367,2.8651,-7.0982,-1.4220,0.0513
103.1371,2.8693,-7.1269,-1.4248,0.0542
103.2368,2.8747,-7.1658,-1.4273,0.0580
103.3388,2.8789,-7.1953,-1.4285,0.0608
103.4369,2.8853,-7.2440,-1.4320,0.0651
103.5381,2.8915,-7.2927,-1.4362,0.0692
103.6369,2.8954,-7.3220,-1.4377,0.0718
103.7383,2.9007,-7.3617,-1.4375,0.0751
103.8371,2.9060,-7.4013,-1.4377,0.0784
103.9375,2.9112,-7.4412,-1.4391,0.0815
104.0378,2.9176,-7.4912,-1.4408,0.0854
104.1375,2.9242,-7.5405,-1.4399,0.0871
104.2373,2.9295,-7.5799,-1.4388,0.0883
104.3375,2.9348,-7.6195,-1.4384,0.0895
104.4366,2.9414,-7.6665,-1.4367,0.0912
104.5373,2.9469,-7.6994,-1.4319,0.0926
104.6370,2.9527,-7.7370,-1.4262,0.0933
104.7380,2.9585,-7.7757,-1.4205,0.0940
104.8367,2.9647,-7.8149,-1.4164,0.0950
104.9367,2.9727,-7.8638,-1.4102,0.0216
105.0396,2.9782,-7.8983,-1.4122,0.0165
105.1375,2.9838,-7.9351,-1.4230,0.0127
105.2394,2.9892,-7.9741,-1.4408,0.0092
105.3386,2.9927,-8.0028,-1.4532,0.0072
105.4373,2.9976,-8.0514,-1.4799,0.0038
105.5368,3.0005,-8.0895,-1.5066,0.0067
105.6374,3.0020,-8.1173,-1.5278,0.0137
105.7375,3.0029,-8.1444,-1.5489,0.0200
105.8373,3.0029,-8.1936,-1.5956,0.0299
105.9368,3.0013,-8.2317,-1.6360,0.0360
106.0404,2.9984,-8.2664,-1.6741,0.0475
106.1382,2.9949,-8.2954,-1.7065,0.0568
106.3377,2.9909,-8.3230,-1.7297,0.0650
106.5372,2.9871,-8.3449,-1.7549,0.0710
107.1378,2.9827,-8.3672,-1.7704,0.0766
107.6374,2.9773,-8.3926,-1.7810,0.0143
107.9380,2.9715,-8.4193,-1.7874,0.0181
108.1393,2.9668,-8.4409,-1.7855,0.0213
109.8368,2.9723,-8.4152,-1.7831,0.0365
110.2370,2.9766,-8.3953,-1.7831,0.0384
110.6385,2.9813,-8.3735,-1.7831,0.0404
110.9379,2.9865,-8.3495,-1.7831,0.0427
111.2369,2.9910,-8.3284,-1.7831,0.0447
111.5369,2.9961,-8.3049,-1.7831,0.0322
111.8372,3.0012,-8.2815,-1.7831,0.0140
112.1368,3.0075,-8.2521,-1.7831,0.0088
112.4371,3.0129,-8.2271,-1.7832,0.0058
112.7374,3.0184,-8.2017,-1.7832,0.0034
113.0368,3.0240,-8.1757,-1.7832,0.0009
113.3369,3.0287,-8.1539,-1.7832,0.0012
113.6382,3.0337,-8.1304,-1.7832,0.0034
113.9371,3.0384,-8.1089,-1.7832,0.0003
114.2369,3.0434,-8.0855,-1.7832,0.0089
114.5392,3.0487,-8.0608,-1.7832,0.0313
117.4369,3.0403,-8.0973,-1.8062,0.0282
117.6371,3.0279,-8.1453,-1.8397,0.0537
117.7375,3.0196,-8.1739,-1.8623,0.0683
117.8368,3.0105,-8.2030,-1.8895,0.0825
117.9385,3.0005,-8.2320,-1.9158,0.0962
118.0368,2.9927,-8.2531,-1.9371,0.1058
118.1369,2.9774,-8.2908,-1.9766,0.1232
118.2376,2.9638,-8.3211,-2.0114,0.1363
118.3369,2.9487,-8.3518,-2.0480,0.1486
118.4374,2.9324,-8.3821,-2.0824,0.1599
118.5396,2.9153,-8.4113,-2.1201,0.1698
118.6378,2.8968,-8.4405,-2.1550,0.1788
118.7368,2.8727,-8.4752,-2.2014,0.1879
118.8369,2.8567,-8.4965,-2.2301,0.1927
118.9394,2.8231,-8.5375,-2.2828,0.2002
119.0382,2.7986,-8.5651,-2.3152,0.2038
119.1386,2.7722,-8.5928,-2.3469,0.2055
119.2384,2.7453,-8.6195,-2.3740,0.2058
119.3375,2.7129,-8.6501,-2.3931,0.2050
119.4371,2.6866,-8.6742,-2.4054,0.2039
119.5374,2.6594,-8.6986,-2.4159,0.2024
119.6377,2.6244,-8.7293,-2.4252,0.2002
119.7392,2.5885,-8.7604,-2.4316,0.0107
119.8376,2.5673,-8.7784,-2.4352,0.0079
119.9381,2.5379,-8.8051,-2.4387,0.0031
120.0368,2.4945,-8.8480,-2.4370,0.0071
120.1373,2.4661,-8.8746,-2.4324,0.0124
120.2379,2.4453,-8.8925,-2.4280,0.0155
120.3377,2.4093,-8.9241,-2.4215,0.0217
120.4369,2.3803,-8.9497,-2.4161,0.0268
120.5366,2.3445,-8.9817,-2.4086,0.0335
120.6371,2.3230,-9.0011,-2.4043,0.0377
120.7371,2.2950,-9.0268,-2.3952,0.0435
120.8368,2.2676,-9.0525,-2.3854,0.0497
120.9370,2.2405,-9.0784,-2.3750,0.0561
121.0368,2.2135,-9.1048,-2.3656,0.0630
121.1368,2.1933,-9.1248,-2.3587,0.0684
121.2368,2.1785,-9.1398,-2.3528,0.0722
121.3379,2.1325,-9.1801,-2.3345,0.0784
121.4367,2.1137,-9.1968,-2.3258,0.0811
121.5387,2.0869,-9.2257,-2.3166,0.0891
121.6379,2.0549,-9.2607,-2.3065,0.0981
121.7370,2.0312,-9.2873,-2.2935,0.1028
121.8385,2.0058,-9.3167,-2.2784,0.1085
121.9368,1.9819,-9.3452,-2.2618,0.1146
122.0395,1.9593,-9.3732,-2.2435,0.1211
122.1369,1.9360,-9.4030,-2.2216,0.1264
122.2376,1.9133,-9.4335,-2.1992,0.1322
122.3376,1.8923,-9.4631,-2.1756,0.0068
122.4375,1.8765,-9.4866,-2.1566,0.0064
122.5370,1.8554,-9.5193,-2.1354,0.0086
122.6379,1.8311,-9.5592,-2.1043,0.0100
122.7368,1.8130,-9.5909,-2.0796,0.0101
122.8368,1.7900,-9.6338,-2.0455,0.0110
122.9379,1.7731,-9.6681,-2.0137,0.0107
123.0367,1.7577,-9.7020,-1.9796,0.0092
123.1369,1.7409,-9.7431,-1.9376,0.0057
123.2376,1.7319,-9.7673,-1.9130,0.0028
123.3380,1.7181,-9.8087,-1.8699,0.0036
123.4371,1.7107,-9.8337,-1.8438,0.0083
123.5375,1.7017,-9.8680,-1.8115,0.0156
123.6368,1.6938,-9.9037,-1.7748,0.0230
123.7367,1.6858,-9.9554,-1.7250,0.0360
123.8390,1.6820,-9.9832,-1.6959,0.0435
123.9377,1.6783,-10.0182,-1.6585,0.0539
124.0369,1.6764,-10.0433,-1.6307,0.0581
124.1398,1.6749,-10.0783,-1.5988,0.0635
124.2371,1.6744,-10.1059,-1.5725,0.0686
124.3374,1.6750,-10.1413,-1.5375,0.0762
124.4374,1.6773,-10.1861,-1.4988,0.0854
124.5386,1.6794,-10.2115,-1.4764,0.0899
124.6369,1.6844,-10.2554,-1.4362,0.0991
124.7367,1.6882,-10.2815,-1.4131,0.1054
124.8386,1.6976,-10.3332,-1.3688,0.1129
124.9367,1.7053,-10.3682,-1.3444,0.0120
125.0376,1.7161,-10.4065,-1.3116,0.0119
125.1374,1.7257,-10.4372,-1.2879,0.0128
125.2368,1.7370,-10.4729,-1.2558,0.0139
125.3374,1.7517,-10.5157,-1.2229,0.0137
125.4375,1.7647,-10.5502,-1.1995,0.0094
125.5399,1.7749,-10.5758,-1.1818,0.0067
125.6370,1.7926,-10.6170,-1.1497,0.0034
125.7368,1.8039,-10.6416,-1.1285,0.0009
125.8385,1.8196,-10.6735,-1.1005,0.0069
125.9383,1.8366,-10.7058,-1.0718,0.0139
126.0384,1.8544,-10.7373,-1.0433,0.0198
126.1374,1.8725,-10.7674,-1.0173,0.0248
126.2374,1.8871,-10.7904,-0.9992,0.0298
126.3368,1.9125,-10.8288,-0.9709,0.0372
126.4372,1.9335,-10.8588,-0.9489,0.0421
126.5372,1.9498,-10.8811,-0.9326,0.0453
126.6372,1.9724,-10.9109,-0.9122,0.0489
126.7370,2.0021,-10.9484,-0.8876,0.0526
126.8374,2.0255,-10.9765,-0.8709,0.0545
126.9369,2.0558,-11.0119,-0.8574,0.0563
127.0372,2.0805,-11.0401,-0.8475,0.0573
127.1371,2.1056,-11.0681,-0.8377,0.0579
127.2368,2.1376,-11.1031,-0.8275,0.0582
127.3387,2.1638,-11.1313,-0.8215,0.0581
127.4373,2.1904,-11.1597,-0.8166,0.0578
127.5367,2.2110,-11.1812,-0.8126,0.0048
127.6368,2.2378,-11.2092,-0.8077,0.0048
127.7384,2.2723,-11.2447,-0.8029,0.0051
127.8378,2.3006,-11.2737,-0.7989,0.0054
127.9377,2.3366,-11.3099,-0.7943,0.0063
128.0377,2.3651,-11.3386,-0.7923,0.0071
128.1374,2.3861,-11.3599,-0.7920,0.0075
128.2379,2.4144,-11.3889,-0.7944,0.0078
128.3372,2.4427,-11.4182,-0.7977,0.0081
128.4368,2.4640,-11.4401,-0.8000,0.0082
128.5371,2.5058,-11.4838,-0.8021,0.0082
128.6375,2.5336,-11.5128,-0.8025,0.0082
128.7369,2.5683,-11.5489,-0.8030,0.0082
128.8372,2.5961,-11.5777,-0.8031,0.0084
128.9392,2.6238,-11.6066,-0.8032,0.0084
129.0378,2.6515,-11.6354,-0.8034,0.0085
129.1383,2.6792,-11.6642,-0.8040,0.0085
129.2376,2.7071,-11.6931,-0.8049,0.0086
129.3370,2.7415,-11.7292,-0.8057,0.0085
129.4369,2.7690,-11.7581,-0.8061,0.0084
129.5375,2.7965,-11.7869,-0.8066,0.0083
129.6371,2.8241,-11.8157,-0.8074,0.0083
129.7368,2.8448,-11.8375,-0.8078,0.0082
129.8369,2.8794,-11.8738,-0.8084,0.0080
129.9368,2.9140,-11.9101,-0.8088,0.0078
130.0369,2.9346,-11.9320,-0.8091,0.0076
130.1376,2.9622,-11.9610,-0.8092,0.0550
130.2376,2.9829,-11.9828,-0.8094,0.0543
130.3387,3.0105,-12.0118,-0.8097,0.0533
130.4382,3.0381,-12.0409,-0.8100,0.0524
130.5372,3.0588,-12.0626,-0.8100,0.0517
130.6383,3.0863,-12.0916,-0.8103,0.0507
130.7369,3.1138,-12.1209,-0.8114,0.0495
130.8368,3.1464,-12.1558,-0.8130,0.0479
130.9373,3.1747,-12.1864,-0.8143,0.0464
131.0378,3.2087,-12.2227,-0.8156,0.0448
131.2370,3.2634,-12.2807,-0.8163,0.0426
131.3383,3.2909,-12.3098,-0.8163,0.0415
131.4381,3.3182,-12.3388,-0.8157,0.0404
131.5374,3.3456,-12.3678,-0.8154,0.0394
131.6376,3.3731,-12.3968,-0.8151,0.0383
131.7377,3.4005,-12.4258,-0.8149,0.0373
131.8376,3.4279,-12.4548,-0.8144,0.0362
131.9367,3.4621,-12.4912,-0.8143,0.0348
132.0372,3.4826,-12.5129,-0.8145,0.0339
132.1373,3.5169,-12.5493,-0.8147,0.0325
132.2393,3.5443,-12.5784,-0.8147,0.0314
132.3376,3.5719,-12.6074,-0.8146,0.0304
132.4373,3.5857,-12.6220,-0.8144,0.0299
132.5378,3.6341,-12.6730,-0.8128,0.0281
132.6370,3.6618,-12.7022,-0.8119,0.0272
132.7374,3.6896,-12.7312,-0.8111,0.0441
132.8378,3.7243,-12.7674,-0.8104,0.0428
132.9368,3.7588,-12.8036,-0.8103,0.0417
133.0367,3.7863,-12.8327,-0.8106,0.0407
133.1370,3.8208,-12.8691,-0.8115,0.0394
133.2371,3.8415,-12.8910,-0.8121,0.0386
133.3374,3.8691,-12.9201,-0.8129,0.0516
133.4383,3.9034,-12.9575,-0.8171,0.0509
133.5370,3.9240,-12.9799,-0.8199,0.0505
133.6375,3.9579,-13.0174,-0.8251,0.0502
133.7373,3.9777,-13.0396,-0.8287,0.0498
133.8369,4.0107,-13.0765,-0.8336,0.0493
133.9375,4.0307,-13.0990,-0.8371,0.0490
134.0370,4.0569,-13.1284,-0.8419,0.0487
134.1372,4.0826,-13.1576,-0.8484,0.0485
134.2370,4.1081,-13.1870,-0.8547,0.0487
134.3376,4.1344,-13.2176,-0.8620,0.0491
134.4378,4.1597,-13.2475,-0.8698,0.0497
134.5379,4.1736,-13.2641,-0.8729,0.0501
134.6377,4.2046,-13.3018,-0.8796,0.0516
134.7370,4.2287,-13.3314,-0.8825,0.0529
134.8385,4.2578,-13.3669,-0.8851,0.0544
134.9378,4.2808,-13.3950,-0.8857,0.0556
135.0380,4.3102,-13.4309,-0.8846,0.0571
135.1369,4.3273,-13.4515,-0.8838,0.0578
135.2369,4.3551,-13.4852,-0.8815,0.0590
135.3403,4.3779,-13.5124,-0.8789,0.0598
135.4369,4.3998,-13.5387,-0.8757,0.0606
135.5386,4.4222,-13.5653,-0.8722,0.0612
135.6372,4.4448,-13.5918,-0.8684,0.0617
135.7376,4.4671,-13.6180,-0.8647,0.0522
135.8368,4.4841,-13.6378,-0.8620,0.0537
135.9369,4.5117,-13.6695,-0.8583,0.0557
136.0376,4.5338,-13.6945,-0.8547,0.0570
136.1376,4.5505,-13.7134,-0.8501,0.0580
136.2372,4.5723,-13.7377,-0.8448,0.0585
136.3377,4.5944,-13.7621,-0.8381,0.0572
136.4393,4.6103,-13.7796,-0.8326,0.0563
136.5369,4.6265,-13.7971,-0.8275,0.0552
136.7380,4.6415,-13.8134,-0.8281,0.0542
